exp-id,피쳐명,설명,used_in_ml,원천 데이터,계산 방식,데이터 타입,단위 (보류),time window,결측 처리,이상치 처리,누수 위험,품질 기준,사용 여부,비고,담당파트
ml-03,bankfan__receiver__in__from_bank__nunique__w1d,수신 계좌의 과거 1d 입금 송금 은행 고유 수,True,"ml_02__r01_Xy_all.parquet: receiver_account_id, sender_bank_id, timestamp",receiver_account_id별 현재 거래 시점 이전 1d 동안 sender_bank_id 고유 수 집계; closed=left로 현재/동일시각 거래 제외,numeric,개,현재 거래 시점 이전 1d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,bankfan__receiver__in__from_bank__nunique__w3d,수신 계좌의 과거 3d 입금 송금 은행 고유 수,True,"ml_02__r01_Xy_all.parquet: receiver_account_id, sender_bank_id, timestamp",receiver_account_id별 현재 거래 시점 이전 3d 동안 sender_bank_id 고유 수 집계; closed=left로 현재/동일시각 거래 제외,numeric,개,현재 거래 시점 이전 3d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-03,bankfan__receiver__in__from_bank__nunique__w7d,수신 계좌의 과거 7d 입금 송금 은행 고유 수,True,"ml_02__r01_Xy_all.parquet: receiver_account_id, sender_bank_id, timestamp",receiver_account_id별 현재 거래 시점 이전 7d 동안 sender_bank_id 고유 수 집계; closed=left로 현재/동일시각 거래 제외,numeric,개,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 제외,,사용,ML-03 full46 Stage 2 fan-in/fan-out 후보,ML
ml-04,pair__sender_receiver__forward__tx_count__count__w1h,동일 sender->receiver pair의 과거 1h 거래 건수,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",동일 방향 sender_account_id->receiver_account_id pair 기준 과거 1h 거래 건수 집계; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,회,현재 거래 시점 이전 1h,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"음수 없음, 정수성, near-zero variance 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__forward__amount__sum__w1h,동일 sender->receiver pair의 과거 1h 거래 금액 합계,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",동일 방향 sender_account_id->receiver_account_id pair 기준 과거 1h amount 합계; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,원,현재 거래 시점 이전 1h,이전 window 이력이 없으면 0.0으로 대체,금액 긴 꼬리는 AML 신호일 수 있으므로 feature_quality_report에서 분포 확인,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"결측률, zero rate, near-zero variance 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__forward__tx_count__count__w6h,동일 sender->receiver pair의 과거 6h 거래 건수,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",동일 방향 sender_account_id->receiver_account_id pair 기준 과거 6h 거래 건수 집계; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,회,현재 거래 시점 이전 6h,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"음수 없음, 정수성, near-zero variance 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__forward__amount__sum__w6h,동일 sender->receiver pair의 과거 6h 거래 금액 합계,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",동일 방향 sender_account_id->receiver_account_id pair 기준 과거 6h amount 합계; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,원,현재 거래 시점 이전 6h,이전 window 이력이 없으면 0.0으로 대체,금액 긴 꼬리는 AML 신호일 수 있으므로 feature_quality_report에서 분포 확인,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"결측률, zero rate, near-zero variance 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__forward__tx_count__count__w1d,동일 sender->receiver pair의 과거 1d 거래 건수,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",동일 방향 sender_account_id->receiver_account_id pair 기준 과거 1d 거래 건수 집계; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,회,현재 거래 시점 이전 1d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"음수 없음, 정수성, near-zero variance 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__forward__amount__sum__w1d,동일 sender->receiver pair의 과거 1d 거래 금액 합계,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",동일 방향 sender_account_id->receiver_account_id pair 기준 과거 1d amount 합계; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,원,현재 거래 시점 이전 1d,이전 window 이력이 없으면 0.0으로 대체,금액 긴 꼬리는 AML 신호일 수 있으므로 feature_quality_report에서 분포 확인,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"결측률, zero rate, near-zero variance 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__forward__tx_count__count__w3d,동일 sender->receiver pair의 과거 3d 거래 건수,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",동일 방향 sender_account_id->receiver_account_id pair 기준 과거 3d 거래 건수 집계; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,회,현재 거래 시점 이전 3d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"음수 없음, 정수성, near-zero variance 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__forward__amount__sum__w3d,동일 sender->receiver pair의 과거 3d 거래 금액 합계,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",동일 방향 sender_account_id->receiver_account_id pair 기준 과거 3d amount 합계; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,원,현재 거래 시점 이전 3d,이전 window 이력이 없으면 0.0으로 대체,금액 긴 꼬리는 AML 신호일 수 있으므로 feature_quality_report에서 분포 확인,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"결측률, zero rate, near-zero variance 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__forward__tx_count__count__w7d,동일 sender->receiver pair의 과거 7d 거래 건수,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",동일 방향 sender_account_id->receiver_account_id pair 기준 과거 7d 거래 건수 집계; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,회,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"음수 없음, 정수성, near-zero variance 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__forward__amount__sum__w7d,동일 sender->receiver pair의 과거 7d 거래 금액 합계,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",동일 방향 sender_account_id->receiver_account_id pair 기준 과거 7d amount 합계; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,원,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,금액 긴 꼬리는 AML 신호일 수 있으므로 feature_quality_report에서 분포 확인,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"결측률, zero rate, near-zero variance 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__forward__amount__mean__w1d,동일 sender->receiver pair의 과거 1d 거래 금액 평균,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",동일 방향 sender_account_id->receiver_account_id pair 기준 과거 1d amount 평균; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,원,현재 거래 시점 이전 1d,이전 window 이력이 없으면 0.0으로 대체,금액 긴 꼬리는 AML 신호일 수 있으므로 feature_quality_report에서 분포 확인,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"결측률, zero rate, near-zero variance 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__forward__amount__std__w1d,동일 sender->receiver pair의 과거 1d 거래 금액 표준편차,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",동일 방향 sender_account_id->receiver_account_id pair 기준 과거 1d amount 표준편차; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,원,현재 거래 시점 이전 1d,이전 window 이력이 없으면 0.0으로 대체,금액 긴 꼬리는 AML 신호일 수 있으므로 feature_quality_report에서 분포 확인,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"결측률, zero rate, near-zero variance 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__forward__amount__max__w1d,동일 sender->receiver pair의 과거 1d 거래 금액 최대값,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",동일 방향 sender_account_id->receiver_account_id pair 기준 과거 1d amount 최대값; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,원,현재 거래 시점 이전 1d,이전 window 이력이 없으면 0.0으로 대체,금액 긴 꼬리는 AML 신호일 수 있으므로 feature_quality_report에서 분포 확인,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"결측률, zero rate, near-zero variance 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__forward__amount__mean__w3d,동일 sender->receiver pair의 과거 3d 거래 금액 평균,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",동일 방향 sender_account_id->receiver_account_id pair 기준 과거 3d amount 평균; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,원,현재 거래 시점 이전 3d,이전 window 이력이 없으면 0.0으로 대체,금액 긴 꼬리는 AML 신호일 수 있으므로 feature_quality_report에서 분포 확인,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"결측률, zero rate, near-zero variance 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__forward__amount__std__w3d,동일 sender->receiver pair의 과거 3d 거래 금액 표준편차,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",동일 방향 sender_account_id->receiver_account_id pair 기준 과거 3d amount 표준편차; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,원,현재 거래 시점 이전 3d,이전 window 이력이 없으면 0.0으로 대체,금액 긴 꼬리는 AML 신호일 수 있으므로 feature_quality_report에서 분포 확인,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"결측률, zero rate, near-zero variance 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__forward__amount__max__w3d,동일 sender->receiver pair의 과거 3d 거래 금액 최대값,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",동일 방향 sender_account_id->receiver_account_id pair 기준 과거 3d amount 최대값; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,원,현재 거래 시점 이전 3d,이전 window 이력이 없으면 0.0으로 대체,금액 긴 꼬리는 AML 신호일 수 있으므로 feature_quality_report에서 분포 확인,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"결측률, zero rate, near-zero variance 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
ml-04,pair__sender_receiver__forward__amount__mean__w7d,동일 sender->receiver pair의 과거 7d 거래 금액 평균,True,"ml_03__r00_Xy_all.parquet: amount, receiver_account_id, sender_account_id, timestamp",동일 방향 sender_account_id->receiver_account_id pair 기준 과거 7d amount 평균; 현재 거래 시점 이전 history_timestamp < current_timestamp 조건으로 집계하며 동일 timestamp 거래 제외,float32,원,현재 거래 시점 이전 7d,이전 window 이력이 없으면 0.0으로 대체,금액 긴 꼬리는 AML 신호일 수 있으므로 feature_quality_report에서 분포 확인,낮음: history_timestamp < current_timestamp만 사용하고 동일 timestamp 거래 제외,"결측률, zero rate, near-zero variance 확인",사용,ML-04 full45 Stage 3 sender-receiver/bank-pair 후보; feature_spec=pair_window,ML
