exp-id,피쳐명,설명,used_in_ml,원천 데이터,계산 방식,데이터 타입,단위 (보류),time window,결측 처리,이상치 처리,누수 위험,품질 기준,사용 여부,비고,담당파트
ml-03,account_stats__sender__in__amount__mean__w3d,현재 송신 계좌가 과거 수신자로 받은 inbound 금액 평균 (3d),,,계좌 role=sender/in 기준 현재 거래 시점 이전 3d 동안 amount_received의 mean 집계; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 3d,표본 부족 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-03 Stage 2 계좌별 금액 통계 후보,ML
ml-03,account_stats__sender__in__amount__std__w3d,현재 송신 계좌가 과거 수신자로 받은 inbound 금액 표준편차 (3d),,,계좌 role=sender/in 기준 현재 거래 시점 이전 3d 동안 amount_received의 std 집계; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 3d,표본 부족 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-03 Stage 2 계좌별 금액 통계 후보,ML
ml-03,account_stats__sender__in__amount__cv__w3d,현재 송신 계좌가 과거 수신자로 받은 inbound 금액 변동계수 (3d),,,계좌 role=sender/in 기준 현재 거래 시점 이전 3d 동안 amount_received의 cv 집계; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 3d,표본 부족 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-03 Stage 2 계좌별 금액 통계 후보,ML
ml-03,account_stats__sender__in__amount__sum__w7d,현재 송신 계좌가 과거 수신자로 받은 inbound 금액 합계 (7d),,,계좌 role=sender/in 기준 현재 거래 시점 이전 7d 동안 amount_received의 sum 집계; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 7d,표본 부족 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-03 Stage 2 계좌별 금액 통계 후보,ML
ml-03,account_stats__sender__in__amount__mean__w7d,현재 송신 계좌가 과거 수신자로 받은 inbound 금액 평균 (7d),,,계좌 role=sender/in 기준 현재 거래 시점 이전 7d 동안 amount_received의 mean 집계; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 7d,표본 부족 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-03 Stage 2 계좌별 금액 통계 후보,ML
ml-03,account_stats__sender__in__amount__std__w7d,현재 송신 계좌가 과거 수신자로 받은 inbound 금액 표준편차 (7d),,,계좌 role=sender/in 기준 현재 거래 시점 이전 7d 동안 amount_received의 std 집계; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 7d,표본 부족 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-03 Stage 2 계좌별 금액 통계 후보,ML
ml-03,account_stats__sender__in__amount__cv__w7d,현재 송신 계좌가 과거 수신자로 받은 inbound 금액 변동계수 (7d),,,계좌 role=sender/in 기준 현재 거래 시점 이전 7d 동안 amount_received의 cv 집계; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 7d,표본 부족 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-03 Stage 2 계좌별 금액 통계 후보,ML
ml-03,account_stats__receiver__in__amount__mean__w1d,수신 계좌의 과거 inbound 금액 평균 (1d),,,계좌 role=receiver/in 기준 현재 거래 시점 이전 1d 동안 amount_received의 mean 집계; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 1d,표본 부족 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-03 Stage 2 계좌별 금액 통계 후보,ML
ml-03,account_stats__receiver__in__amount__std__w1d,수신 계좌의 과거 inbound 금액 표준편차 (1d),,,계좌 role=receiver/in 기준 현재 거래 시점 이전 1d 동안 amount_received의 std 집계; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 1d,표본 부족 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-03 Stage 2 계좌별 금액 통계 후보,ML
ml-03,account_stats__receiver__in__amount__cv__w1d,수신 계좌의 과거 inbound 금액 변동계수 (1d),,,계좌 role=receiver/in 기준 현재 거래 시점 이전 1d 동안 amount_received의 cv 집계; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 1d,표본 부족 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-03 Stage 2 계좌별 금액 통계 후보,ML
ml-03,account_stats__receiver__in__amount__max__w1d,수신 계좌의 과거 inbound 금액 최대값 (1d),,,계좌 role=receiver/in 기준 현재 거래 시점 이전 1d 동안 amount_received의 max 집계; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 1d,표본 부족 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-03 Stage 2 계좌별 금액 통계 후보,ML
ml-03,account_stats__receiver__in__amount__mean__w3d,수신 계좌의 과거 inbound 금액 평균 (3d),,,계좌 role=receiver/in 기준 현재 거래 시점 이전 3d 동안 amount_received의 mean 집계; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 3d,표본 부족 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-03 Stage 2 계좌별 금액 통계 후보,ML
ml-03,account_stats__receiver__in__amount__std__w3d,수신 계좌의 과거 inbound 금액 표준편차 (3d),,,계좌 role=receiver/in 기준 현재 거래 시점 이전 3d 동안 amount_received의 std 집계; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 3d,표본 부족 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-03 Stage 2 계좌별 금액 통계 후보,ML
ml-03,account_stats__receiver__in__amount__cv__w3d,수신 계좌의 과거 inbound 금액 변동계수 (3d),,,계좌 role=receiver/in 기준 현재 거래 시점 이전 3d 동안 amount_received의 cv 집계; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 3d,표본 부족 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-03 Stage 2 계좌별 금액 통계 후보,ML
ml-03,account_stats__receiver__in__amount__max__w3d,수신 계좌의 과거 inbound 금액 최대값 (3d),,,계좌 role=receiver/in 기준 현재 거래 시점 이전 3d 동안 amount_received의 max 집계; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 3d,표본 부족 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-03 Stage 2 계좌별 금액 통계 후보,ML
ml-03,account_stats__receiver__in__amount__mean__w7d,수신 계좌의 과거 inbound 금액 평균 (7d),,,계좌 role=receiver/in 기준 현재 거래 시점 이전 7d 동안 amount_received의 mean 집계; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 7d,표본 부족 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-03 Stage 2 계좌별 금액 통계 후보,ML
ml-03,account_stats__receiver__in__amount__std__w7d,수신 계좌의 과거 inbound 금액 표준편차 (7d),,,계좌 role=receiver/in 기준 현재 거래 시점 이전 7d 동안 amount_received의 std 집계; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 7d,표본 부족 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-03 Stage 2 계좌별 금액 통계 후보,ML
ml-03,account_stats__receiver__in__amount__cv__w7d,수신 계좌의 과거 inbound 금액 변동계수 (7d),,,계좌 role=receiver/in 기준 현재 거래 시점 이전 7d 동안 amount_received의 cv 집계; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 7d,표본 부족 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-03 Stage 2 계좌별 금액 통계 후보,ML
ml-03,account_stats__receiver__in__amount__max__w7d,수신 계좌의 과거 inbound 금액 최대값 (7d),,,계좌 role=receiver/in 기준 현재 거래 시점 이전 7d 동안 amount_received의 max 집계; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 7d,표본 부족 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-03 Stage 2 계좌별 금액 통계 후보,ML
ml-03,account_stats__receiver__out__amount__sum__w6h,현재 수신 계좌가 과거 송신자로 보낸 outbound 금액 합계 (6h),,,계좌 role=receiver/out 기준 현재 거래 시점 이전 6h 동안 amount의 sum 집계; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 6h,표본 부족 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-03 Stage 2 계좌별 금액 통계 후보,ML
ml-03,account_stats__receiver__out__amount__mean__w6h,현재 수신 계좌가 과거 송신자로 보낸 outbound 금액 평균 (6h),,,계좌 role=receiver/out 기준 현재 거래 시점 이전 6h 동안 amount의 mean 집계; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 6h,표본 부족 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-03 Stage 2 계좌별 금액 통계 후보,ML
ml-03,account_stats__receiver__out__amount__std__w6h,현재 수신 계좌가 과거 송신자로 보낸 outbound 금액 표준편차 (6h),,,계좌 role=receiver/out 기준 현재 거래 시점 이전 6h 동안 amount의 std 집계; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 6h,표본 부족 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-03 Stage 2 계좌별 금액 통계 후보,ML
ml-03,account_stats__receiver__out__amount__cv__w6h,현재 수신 계좌가 과거 송신자로 보낸 outbound 금액 변동계수 (6h),,,계좌 role=receiver/out 기준 현재 거래 시점 이전 6h 동안 amount의 cv 집계; current/same timestamp 제외,numeric,비율,현재 거래 시점 이전 6h,표본 부족 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-03 Stage 2 계좌별 금액 통계 후보,ML
ml-03,account_stats__receiver__out__amount__sum__w1d,현재 수신 계좌가 과거 송신자로 보낸 outbound 금액 합계 (1d),,,계좌 role=receiver/out 기준 현재 거래 시점 이전 1d 동안 amount의 sum 집계; current/same timestamp 제외,numeric,원,현재 거래 시점 이전 1d,표본 부족 또는 이력 없음은 0 또는 결측 처리 정책 확인 필요,,낮음: timestamp < current timestamp만 사용하고 동일 timestamp 제외 전제,"feature_quality_report에서 결측률, zero rate, near-zero variance 확인 필요",후보,ML-03 Stage 2 계좌별 금액 통계 후보,ML
